Status,Ticket ID,Priority,Support Channel,Issue Category,Agent Name,Created DateTime,SLA Resolve Due,SLA First Response Due,Resolution DateTime,First Response DateTime,Interaction Count,CSAT Score,Product Segment,Support Tier,Country,Resolution Hours,First Response Minutes,Single Touch Flag,Res SLA Breach,FR SLA Breach,Agent Joining Date,Experience Level,,
Resolved,TKT-3571,High,Phone,Feature request,Nicola Wane,2023-11-11 00:34:31,2023-11-13 00:34:31,2023-11-11 00:36:31,2023-11-12 20:55:25,2023-11-11 00:37:58,4,,Ready to use Software,Tier 1,Poland,44.35,3,0,0,1,2021-03-12,Mid-Level,,
Closed,TKT-3572,Low,Chat,Purchasing and invoicing,Sheela Cutten,2023-11-11 20:11:44,2023-11-12 20:11:44,2023-11-11 20:13:44,2023-11-12 18:22:56,2023-11-11 20:12:05,2,5,Ready to use Software,Tier 1,Bulgaria,22.19,0,0,0,0,2019-07-10,Senior,,
Closed,TKT-3573,High,Email,Purchasing and invoicing,Nicola Wane,2023-11-11 00:18:43,2023-11-13 00:18:43,2023-11-11 01:18:43,2023-11-12 04:58:08,2023-11-11 00:51:59,7,3,Ready to use Software,Tier 1,Austria,28.66,33,0,0,0,2021-03-12,Mid-Level,,
Closed,TKT-3574,Medium,Email,Other,Connor Danielovitch,2023-11-12 10:50:47,2023-11-14 10:50:47,2023-11-12 11:50:47,2023-11-15 08:29:25,2023-11-12 11:19:55,2,3,Ready to use Software,Tier 1,Czech Republic,69.64,29,0,1,0,2018-02-15,Senior,,
Closed,TKT-3575,Medium,Email,Pricing and licensing,Nicola Wane,2023-11-12 00:16:05,2023-11-14 00:16:05,2023-11-12 01:16:05,2023-11-12 16:28:14,2023-11-12 00:27:52,2,5,Ready to use Software,Tier 1,Slovenia,16.2,12,0,0,0,2021-03-12,Mid-Level,,
Closed,TKT-3576,Low,Email,Product setup,Adolpho Messingham,2023-11-12 16:48:39,2023-11-14 16:48:39,2023-11-12 17:48:39,2023-11-13 14:20:56,2023-11-12 17:37:36,3,5,Training and Consulting Services,Tier 2,Republic of Ireland,21.54,49,0,0,0,2020-05-15,Mid-Level,,
Resolved,TKT-3584,Medium,Phone,Feature request,Connor Danielovitch,2023-11-13 16:51:30,2023-11-15 16:51:30,2023-11-13 16:53:30,2023-11-15 10:20:37,2023-11-13 16:53:01,2,,Other,Tier 1,France,41.49,2,0,0,0,2018-02-15,Senior,,
In Progress,TKT-3585,Low,Email,Product setup,Sheela Cutten,2023-11-13 15:05:45,2023-11-15 15:05:45,2023-11-13 16:05:45,,2023-11-13 15:55:46,5,,Ready to use Software,Tier 1,Poland,,50,0,,0,2019-07-10,Senior,,
In Progress,TKT-3586,Low,Email,Purchasing and invoicing,Nicola Wane,2023-11-13 08:27:15,2023-11-15 08:27:15,2023-11-13 09:27:15,,2023-11-13 08:59:25,5,,Custom software development,Tier 1,Republic of Ireland,,32,0,,0,2021-03-12,Mid-Level,,
Closed,TKT-3587,Low,Email,Pricing and licensing,Michele Whyatt,2023-11-13 09:31:45,2023-11-15 09:31:45,2023-11-13 10:31:45,2023-11-14 22:05:56,2023-11-13 10:23:52,7,4,Training and Consulting Services,Tier 2,United Kingdom,36.57,52,0,0,0,2022-04-10,Junior,,
Resolved,TKT-3588,High,Chat,Product setup,Sheela Cutten,2023-11-13 23:03:20,2023-11-14 23:03:20,2023-11-13 23:05:20,2023-11-14 11:15:16,2023-11-13 23:03:42,9,,Ready to use Software,Tier 1,United Kingdom,12.2,0,0,0,0,2019-07-10,Senior,,
Closed,TKT-3589,Low,Email,Purchasing and invoicing,Nicola Wane,2023-11-13 11:46:21,2023-11-15 11:46:21,2023-11-13 12:46:21,2023-11-15 03:39:50,2023-11-13 11:58:27,4,4,Ready to use Software,Tier 1,Bulgaria,39.89,12,0,0,0,2021-03-12,Mid-Level,,
In Progress,TKT-3590,Low,Chat,Product setup,Adolpho Messingham,2023-11-13 04:21:58,2023-11-14 04:21:58,2023-11-13 04:23:58,,2023-11-13 04:25:49,6,,Custom software development,Tier 2,Germany,,4,0,,1,2020-05-15,Mid-Level,,
Closed,TKT-3591,Medium,Email,Feature request,Bernard Beckley,2023-11-14 09:45:25,2023-11-16 09:45:25,2023-11-14 10:45:25,2023-11-19 00:10:52,2023-11-14 10:36:07,9,5,Ready to use Software,Tier 1,Germany,110.42,51,0,1,0,2019-11-20,Senior,,
Closed,TKT-3592,High,Phone,Product setup,Bernard Beckley,2023-11-14 12:05:31,2023-11-16 12:05:31,2023-11-14 12:07:31,2023-11-17 03:30:31,2023-11-14 12:05:33,4,5,Ready to use Software,Tier 1,Poland,63.42,0,0,1,0,2019-11-20,Senior,,
In Progress,TKT-3593,Low,Chat,Pricing and licensing,Bernard Beckley,2023-11-14 05:07:29,2023-11-15 05:07:29,2023-11-14 05:09:29,,2023-11-14 05:09:04,6,,Custom software development,Tier 1,Italy,,2,0,,0,2019-11-20,Senior,,
Closed,TKT-3594,Low,Email,Feature request,Bernard Beckley,2023-11-14 16:11:11,2023-11-16 16:11:11,2023-11-14 17:11:11,2023-11-15 16:52:02,2023-11-14 17:08:21,7,3,Ready to use Software,Tier 1,Italy,24.68,57,0,0,0,2019-11-20,Senior,,
In Progress,TKT-3595,Low,Email,Training request,Bernard Beckley,2023-11-14 09:01:58,2023-11-16 09:01:58,2023-11-14 10:01:58,,2023-11-14 09:53:19,2,,Training and Consulting Services,Tier 1,Slovenia,,51,0,,0,2019-11-20,Senior,,
Closed,TKT-3596,High,Email,Product setup,Nicola Wane,2023-11-14 21:15:29,2023-11-16 21:15:29,2023-11-14 22:15:29,2023-11-16 16:54:01,2023-11-14 22:00:15,1,4,Ready to use Software,Tier 1,Spain,43.64,45,1,0,0,2021-03-12,Mid-Level,,
Resolved,TKT-3597,Medium,Phone,Pricing and licensing,Adolpho Messingham,2023-11-14 05:20:32,2023-11-16 05:20:32,2023-11-14 05:22:32,2023-11-15 19:11:06,2023-11-14 05:22:17,1,,Ready to use Software,Tier 2,United Kingdom,37.84,2,1,0,0,2020-05-15,Mid-Level,,
In Progress,TKT-3598,High,Email,Product setup,Bernard Beckley,2023-11-14 02:14:10,2023-11-16 02:14:10,2023-11-14 03:14:10,,2023-11-14 03:06:58,7,,Ready to use Software,Tier 1,Bulgaria,,53,0,,0,2019-11-20,Senior,,
Resolved,TKT-3599,High,Chat,Pricing and licensing,Nicola Wane,2023-11-14 05:51:57,2023-11-15 05:51:57,2023-11-14 05:53:57,2023-11-18 05:17:44,2023-11-14 05:52:11,5,,Ready to use Software,Tier 1,Czech Republic,95.43,0,0,1,0,2021-03-12,Mid-Level,,
Resolved,TKT-3600,Low,Email,Product setup,Kristos Westoll,2023-11-15 13:43:51,2023-11-17 13:43:51,2023-11-15 14:43:51,2023-11-16 08:14:47,2023-11-15 14:40:46,8,,Other,Tier 1,Republic of Ireland,18.52,57,0,0,0,2021-10-18,Mid-Level,,
Closed,TKT-3601,Low,Phone,Pricing and licensing,Connor Danielovitch,2023-11-15 19:04:12,2023-11-17 19:04:12,2023-11-15 19:06:12,2023-11-16 12:15:04,2023-11-15 19:06:39,3,5,Custom software development,Tier 1,Slovenia,17.18,2,0,0,1,2018-02-15,Senior,,
In Progress,TKT-3602,Medium,Chat,Product setup,Connor Danielovitch,2023-11-15 16:13:20,2023-11-16 16:13:20,2023-11-15 16:15:20,,2023-11-15 16:14:51,6,,Training and Consulting Services,Tier 1,United Kingdom,,2,0,,0,2018-02-15,Senior,,
In Progress,TKT-3603,Low,Chat,Pricing and licensing,Heather Urry,2023-11-15 15:32:02,2023-11-16 15:32:02,2023-11-15 15:34:02,,2023-11-15 15:36:41,2,,Ready to use Software,Tier 2,United Kingdom,,5,0,,1,2022-09-25,Junior,,
Closed,TKT-3604,Low,Email,Bug report,Bernard Beckley,2023-11-15 22:41:22,2023-11-17 22:41:22,2023-11-15 23:41:22,2023-11-16 17:00:00,2023-11-15 23:16:34,2,4,Ready to use Software,Tier 1,United Kingdom,18.31,35,0,0,0,2019-11-20,Senior,,
In Progress,TKT-3605,Medium,Email,Pricing and licensing,Kristos Westoll,2023-11-15 08:13:13,2023-11-17 08:13:13,2023-11-15 09:13:13,,2023-11-15 09:57:35,1,,Other,Tier 1,Poland,,104,1,,1,2021-10-18,Mid-Level,,
Resolved,TKT-3606,Low,Email,Feature request,Nicola Wane,2023-11-15 19:48:19,2023-11-17 19:48:19,2023-11-15 20:48:19,2023-11-17 22:03:12,2023-11-15 19:56:51,8,,Ready to use Software,Tier 1,Greece,50.25,9,0,1,0,2021-03-12,Mid-Level,,
Closed,TKT-3607,Medium,Chat,Other,Bernard Beckley,2023-11-15 17:46:50,2023-11-16 17:46:50,2023-11-15 17:48:50,2023-11-16 12:53:29,2023-11-15 17:47:24,5,5,Training and Consulting Services,Tier 1,United Kingdom,19.11,1,0,0,0,2019-11-20,Senior,,
Closed,TKT-3608,Low,Chat,Product setup,Connor Danielovitch,2023-11-16 14:57:42,2023-11-17 14:57:42,2023-11-16 14:59:42,2023-11-19 05:59:55,2023-11-16 14:59:14,5,3,Ready to use Software,Tier 1,United Kingdom,63.04,2,0,1,0,2018-02-15,Senior,,
Closed,TKT-3609,Low,Email,Product setup,Sheela Cutten,2023-11-16 02:43:21,2023-11-18 02:43:21,2023-11-16 03:43:21,2023-11-17 18:07:26,2023-11-16 03:31:44,1,4,Ready to use Software,Tier 1,Greece,39.4,48,1,0,0,2019-07-10,Senior,,
In Progress,TKT-3610,Medium,Chat,Purchasing and invoicing,Adolpho Messingham,2023-11-16 12:28:46,2023-11-17 12:28:46,2023-11-16 12:30:46,,2023-11-16 12:30:14,8,,Ready to use Software,Tier 2,Germany,,1,0,,0,2020-05-15,Mid-Level,,
Closed,TKT-3611,High,Email,Pricing and licensing,Nicola Wane,2023-11-16 05:59:23,2023-11-18 05:59:23,2023-11-16 06:59:23,2023-11-17 05:49:31,2023-11-16 06:01:10,1,4,Custom software development,Tier 1,Germany,23.84,2,1,0,0,2021-03-12,Mid-Level,,
Closed,TKT-3612,Low,Chat,Pricing and licensing,Nicola Wane,2023-11-16 16:11:44,2023-11-17 16:11:44,2023-11-16 16:13:44,2023-11-16 19:28:26,2023-11-16 16:12:45,4,4,Training and Consulting Services,Tier 1,Poland,3.28,1,0,0,0,2021-03-12,Mid-Level,,
Resolved,TKT-3613,Low,Chat,Pricing and licensing,Michele Whyatt,2023-11-16 03:18:36,2023-11-17 03:18:36,2023-11-16 03:20:36,2023-11-20 07:19:08,2023-11-16 03:19:04,2,,Custom software development,Tier 2,Republic of Ireland,100.01,0,0,1,0,2022-04-10,Junior,,
Closed,TKT-3614,Low,Email,Product setup,Heather Urry,2023-11-16 00:09:43,2023-11-18 00:09:43,2023-11-16 01:09:43,2023-11-20 17:00:25,2023-11-16 00:56:30,10,2,Training and Consulting Services,Tier 2,Poland,112.84,47,0,1,0,2022-09-25,Junior,,
In Progress,TKT-3615,Low,Chat,Training request,Connor Danielovitch,2023-11-17 21:49:34,2023-11-18 21:49:34,2023-11-17 21:51:34,,2023-11-17 21:50:52,6,,Training and Consulting Services,Tier 1,Bulgaria,,1,0,,0,2018-02-15,Senior,,
In Progress,TKT-3616,Low,Email,Feature request,Nicola Wane,2023-11-17 05:21:24,2023-11-19 05:21:24,2023-11-17 06:21:24,,2023-11-17 05:33:49,2,,Ready to use Software,Tier 1,United Kingdom,,12,0,,0,2021-03-12,Mid-Level,,
Resolved,TKT-3617,Medium,Email,Product setup,Adolpho Messingham,2023-11-17 07:52:27,2023-11-19 07:52:27,2023-11-17 08:52:27,2023-11-18 06:09:16,2023-11-17 08:23:56,3,,Other,Tier 2,Slovenia,22.28,31,0,0,0,2020-05-15,Mid-Level,,
Closed,TKT-3618,Medium,Email,Feature request,Kristos Westoll,2023-11-17 19:40:21,2023-11-19 19:40:21,2023-11-17 20:40:21,2023-11-19 18:21:28,2023-11-17 19:55:00,3,5,Ready to use Software,Tier 1,France,46.69,15,0,0,0,2021-10-18,Mid-Level,,
Closed,TKT-3619,Medium,Email,Feature request,Connor Danielovitch,2023-11-17 10:04:40,2023-11-19 10:04:40,2023-11-17 11:04:40,2023-11-20 05:46:45,2023-11-17 10:22:14,4,5,Custom software development,Tier 1,Czech Republic,67.7,18,0,1,0,2018-02-15,Senior,,
Resolved,TKT-3620,Low,Email,Pricing and licensing,Sheela Cutten,2023-11-17 20:00:23,2023-11-19 20:00:23,2023-11-17 21:00:23,2023-11-18 07:32:23,2023-11-17 20:39:52,6,,Custom software development,Tier 1,Czech Republic,11.53,39,0,0,0,2019-07-10,Senior,,
Closed,TKT-3621,Low,Chat,Pricing and licensing,Nicola Wane,2023-11-17 15:36:27,2023-11-18 15:36:27,2023-11-17 15:38:27,2023-11-18 12:34:35,2023-11-17 15:36:49,5,3,Custom software development,Tier 1,Italy,20.97,0,0,0,0,2021-03-12,Mid-Level,,
Closed,TKT-3622,Low,Chat,Pricing and licensing,Sheela Cutten,2023-11-17 10:27:31,2023-11-18 10:27:31,2023-11-17 10:29:31,2023-11-18 01:21:37,2023-11-17 10:29:28,2,5,Other,Tier 1,Germany,14.9,2,0,0,0,2019-07-10,Senior,,
Closed,TKT-3628,Low,Chat,Bug report,Michele Whyatt,2023-11-18 02:08:40,2023-11-19 02:08:40,2023-11-18 02:10:40,2023-11-18 03:13:35,2023-11-18 02:09:50,60,1,Other,Tier 2,Spain,1.08,1,0,0,0,2022-04-10,Junior,,
Closed,TKT-3629,Low,Chat,Purchasing and invoicing,Bernard Beckley,2023-11-18 11:16:30,2023-11-19 11:16:30,2023-11-18 11:18:30,2023-11-18 13:07:03,2023-11-18 11:16:31,5,2,Other,Tier 1,United Kingdom,1.84,0,0,0,0,2019-11-20,Senior,,
Resolved,TKT-3630,Medium,Email,Purchasing and invoicing,Kristos Westoll,2023-11-18 20:23:28,2023-11-20 20:23:28,2023-11-18 21:23:28,2023-11-19 16:14:03,2023-11-18 20:41:39,6,,Ready to use Software,Tier 1,Slovenia,19.84,18,0,0,0,2021-10-18,Mid-Level,,
Resolved,TKT-3631,Low,Phone,Product setup,Connor Danielovitch,2023-11-19 20:03:12,2023-11-21 20:03:12,2023-11-19 20:05:12,2023-11-20 01:58:39,2023-11-19 20:04:19,4,,Ready to use Software,Tier 1,Spain,5.92,1,0,0,0,2018-02-15,Senior,,
Closed,TKT-3632,Low,Phone,Feature request,Nicola Wane,2023-11-19 01:53:46,2023-11-21 01:53:46,2023-11-19 01:55:46,2023-11-20 21:23:51,2023-11-19 01:54:36,1,4,Ready to use Software,Tier 1,Slovenia,43.5,1,1,0,0,2021-03-12,Mid-Level,,
Resolved,TKT-3633,Low,Email,Pricing and licensing,Connor Danielovitch,2023-11-19 01:06:29,2023-11-21 01:06:29,2023-11-19 02:06:29,2023-11-21 02:14:29,2023-11-19 01:26:22,2,,Training and Consulting Services,Tier 1,Spain,49.13,20,0,1,0,2018-02-15,Senior,,
Resolved,TKT-3634,Low,Email,Feature request,Sheela Cutten,2023-11-19 07:13:50,2023-11-21 07:13:50,2023-11-19 08:13:50,2023-11-24 22:46:56,2023-11-19 08:02:04,9,,Custom software development,Tier 1,Germany,135.55,48,0,1,0,2019-07-10,Senior,,
Closed,TKT-3641,Low,Phone,Pricing and licensing,Bernard Beckley,2023-11-19 08:01:12,2023-11-21 08:01:12,2023-11-19 08:03:12,2023-11-22 22:07:21,2023-11-19 08:01:18,7,2,Other,Tier 1,Italy,86.1,0,0,1,0,2019-11-20,Senior,,
Closed,TKT-3642,Medium,Email,Purchasing and invoicing,Nicola Wane,2023-11-20 21:50:19,2023-11-22 21:50:19,2023-11-20 22:50:19,2023-11-22 01:22:30,2023-11-20 22:24:15,10,4,Other,Tier 1,Germany,27.54,34,0,0,0,2021-03-12,Mid-Level,,
Closed,TKT-3643,Low,Chat,Pricing and licensing,Bernard Beckley,2023-11-20 15:38:44,2023-11-21 15:38:44,2023-11-20 15:40:44,2023-11-21 13:26:19,2023-11-20 15:38:53,2,3,Other,Tier 1,Slovenia,21.79,0,0,0,0,2019-11-20,Senior,,
In Progress,TKT-3644,High,Phone,Product setup,Bernard Beckley,2023-11-20 04:03:51,2023-11-22 04:03:51,2023-11-20 04:05:51,,2023-11-20 04:04:24,3,,Ready to use Software,Tier 1,Italy,,1,0,,0,2019-11-20,Senior,,
Closed,TKT-3646,High,Email,Feature request,Bernard Beckley,2023-11-20 08:48:59,2023-11-22 08:48:59,2023-11-20 09:48:59,2023-11-21 23:28:41,2023-11-20 09:00:30,2,5,Custom software development,Tier 1,Slovenia,38.66,12,0,0,0,2019-11-20,Senior,,
Closed,TKT-3647,Low,Email,Product setup,Michele Whyatt,2023-11-20 16:00:41,2023-11-22 16:00:41,2023-11-20 17:00:41,2023-11-22 01:08:54,2023-11-20 16:16:14,3,4,Ready to use Software,Tier 2,Italy,33.14,16,0,0,0,2022-04-10,Junior,,
Resolved,TKT-3648,High,Chat,Product setup,Sheela Cutten,2023-11-20 06:00:11,2023-11-21 06:00:11,2023-11-20 06:02:11,2023-11-20 10:33:01,2023-11-20 06:00:46,8,,Training and Consulting Services,Tier 1,Germany,4.55,1,0,0,0,2019-07-10,Senior,,
In Progress,TKT-3649,Medium,Email,Bug report,Connor Danielovitch,2023-11-20 19:02:57,2023-11-22 19:02:57,2023-11-20 20:02:57,,2023-11-20 19:07:08,1,,Ready to use Software,Tier 1,France,,4,1,,0,2018-02-15,Senior,,
Closed,TKT-3650,Medium,Email,Feature request,Connor Danielovitch,2023-11-21 07:35:59,2023-11-23 07:35:59,2023-11-21 08:35:59,2023-11-23 02:01:22,2023-11-21 07:43:19,3,5,Other,Tier 1,Germany,42.42,7,0,0,0,2018-02-15,Senior,,
Closed,TKT-3651,Low,Email,Bug report,Heather Urry,2023-11-21 00:03:06,2023-11-23 00:03:06,2023-11-21 01:03:06,2023-11-21 13:40:19,2023-11-21 00:54:29,10,4,Other,Tier 2,Republic of Ireland,13.62,51,0,0,0,2022-09-25,Junior,,
Closed,TKT-3652,Low,Chat,Feature request,Kristos Westoll,2023-11-21 22:55:54,2023-11-22 22:55:54,2023-11-21 22:57:54,2023-11-26 12:28:44,2023-11-21 22:57:09,5,4,Custom software development,Tier 1,United Kingdom,109.55,1,0,1,0,2021-10-18,Mid-Level,,
Closed,TKT-3653,Medium,Email,Pricing and licensing,Sheela Cutten,2023-11-21 06:59:06,2023-11-23 06:59:06,2023-11-21 07:59:06,2023-11-21 19:03:07,2023-11-21 06:59:39,2,5,Custom software development,Tier 1,Poland,12.07,1,0,0,0,2019-07-10,Senior,,
Closed,TKT-3654,Medium,Chat,Feature request,Adolpho Messingham,2023-11-21 19:03:23,2023-11-22 19:03:23,2023-11-21 19:05:23,2023-11-22 02:22:59,2023-11-21 19:08:34,2,3,Ready to use Software,Tier 2,Bulgaria,7.33,5,0,0,1,2020-05-15,Mid-Level,,
Closed,TKT-3655,High,Email,Product setup,Kristos Westoll,2023-11-21 23:09:47,2023-11-23 23:09:47,2023-11-22 00:09:47,2023-11-23 20:08:59,2023-11-21 23:25:51,1,3,Ready to use Software,Tier 1,Italy,44.99,16,1,0,0,2021-10-18,Mid-Level,,
Closed,TKT-3656,Medium,Chat,Other,Connor Danielovitch,2023-11-21 06:29:06,2023-11-22 06:29:06,2023-11-21 06:31:06,2023-11-23 20:16:13,2023-11-21 06:30:53,2,3,Other,Tier 1,Spain,61.79,2,0,1,0,2018-02-15,Senior,,
Closed,TKT-3657,High,Chat,Pricing and licensing,Kristos Westoll,2023-11-21 15:47:44,2023-11-22 15:47:44,2023-11-21 15:49:44,2023-11-27 00:27:45,2023-11-21 15:47:55,6,4,Ready to use Software,Tier 1,Italy,128.67,0,0,1,0,2021-10-18,Mid-Level,,
Resolved,TKT-3658,Medium,Chat,Purchasing and invoicing,Kristos Westoll,2023-11-22 09:08:52,2023-11-23 09:08:52,2023-11-22 09:10:52,2023-11-23 09:27:43,2023-11-22 09:10:06,5,,Custom software development,Tier 1,Austria,24.31,1,0,1,0,2021-10-18,Mid-Level,,
Resolved,TKT-3659,High,Chat,Pricing and licensing,Michele Whyatt,2023-11-22 04:35:34,2023-11-23 04:35:34,2023-11-22 04:37:34,2023-11-22 19:39:26,2023-11-22 04:36:03,2,,Ready to use Software,Tier 2,Czech Republic,15.06,0,0,0,0,2022-04-10,Junior,,
In Progress,TKT-3660,Low,Email,Product setup,Nicola Wane,2023-11-22 15:51:37,2023-11-24 15:51:37,2023-11-22 16:51:37,,2023-11-22 16:32:07,10,,Ready to use Software,Tier 1,Italy,,41,0,,0,2021-03-12,Mid-Level,,
Closed,TKT-3661,High,Chat,Feature request,Adolpho Messingham,2023-11-22 09:38:49,2023-11-23 09:38:49,2023-11-22 09:40:49,2023-11-23 03:16:37,2023-11-22 09:42:58,2,3,Custom software development,Tier 2,United Kingdom,17.63,4,0,0,1,2020-05-15,Mid-Level,,
Closed,TKT-3662,High,Chat,Pricing and licensing,Bernard Beckley,2023-11-22 11:28:44,2023-11-23 11:28:44,2023-11-22 11:30:44,2023-11-22 14:09:16,2023-11-22 11:29:15,6,3,Custom software development,Tier 1,Poland,2.68,1,0,0,0,2019-11-20,Senior,,
Closed,TKT-3663,Low,Email,Pricing and licensing,Nicola Wane,2023-11-22 06:02:56,2023-11-24 06:02:56,2023-11-22 07:02:56,2023-11-22 23:17:22,2023-11-22 10:44:09,10,4,Custom software development,Tier 1,Poland,17.24,281,0,0,1,2021-03-12,Mid-Level,,
Closed,TKT-3664,Medium,Chat,Product setup,Adolpho Messingham,2023-11-22 23:44:36,2023-11-23 23:44:36,2023-11-22 23:46:36,2023-11-23 13:28:32,2023-11-22 23:45:25,6,4,Ready to use Software,Tier 2,Poland,13.73,1,0,0,0,2020-05-15,Mid-Level,,
Resolved,TKT-3665,Low,Chat,Product setup,Heather Urry,2023-11-22 14:26:53,2023-11-23 14:26:53,2023-11-22 14:28:53,2023-11-25 19:50:05,2023-11-22 14:28:05,6,,Custom software development,Tier 2,Poland,77.39,1,0,1,0,2022-09-25,Junior,,
In Progress,TKT-3669,Low,Chat,Pricing and licensing,Connor Danielovitch,2023-11-23 06:42:07,2023-11-24 06:42:07,2023-11-23 06:44:07,,2023-11-23 06:43:29,2,,Ready to use Software,Tier 1,Germany,,1,0,,0,2018-02-15,Senior,,
Resolved,TKT-3670,Medium,Chat,Bug report,Bernard Beckley,2023-11-23 19:35:42,2023-11-24 19:35:42,2023-11-23 19:37:42,2023-11-27 08:54:07,2023-11-23 19:36:30,5,,Custom software development,Tier 1,Italy,85.31,1,0,1,0,2019-11-20,Senior,,
Resolved,TKT-3671,High,Chat,Pricing and licensing,Bernard Beckley,2023-11-23 05:58:08,2023-11-24 05:58:08,2023-11-23 06:00:08,2023-11-23 13:18:37,2023-11-23 05:58:24,5,,Ready to use Software,Tier 1,Poland,7.34,0,0,0,0,2019-11-20,Senior,,
Resolved,TKT-3672,Low,Chat,Purchasing and invoicing,Michele Whyatt,2023-11-23 10:29:17,2023-11-24 10:29:17,2023-11-23 10:31:17,2023-11-23 16:37:46,2023-11-23 10:30:21,8,,Training and Consulting Services,Tier 2,Czech Republic,6.14,1,0,0,0,2022-04-10,Junior,,
Closed,TKT-3673,Medium,Email,Purchasing and invoicing,Nicola Wane,2023-11-23 10:29:18,2023-11-25 10:29:18,2023-11-23 11:29:18,2023-11-26 16:12:58,2023-11-23 11:27:40,1,5,Ready to use Software,Tier 1,Greece,77.73,58,1,1,0,2021-03-12,Mid-Level,,
Resolved,TKT-3674,Low,Chat,Feature request,Nicola Wane,2023-11-24 00:20:37,2023-11-25 00:20:37,2023-11-24 00:22:37,2023-11-25 12:24:19,2023-11-24 00:21:07,6,,Ready to use Software,Tier 1,France,36.06,1,0,1,0,2021-03-12,Mid-Level,,
Closed,TKT-3675,Low,Email,Other,Bernard Beckley,2023-11-24 10:39:39,2023-11-26 10:39:39,2023-11-24 11:39:39,2023-11-26 00:25:24,2023-11-24 10:43:58,9,2,Training and Consulting Services,Tier 1,Poland,37.76,4,0,0,0,2019-11-20,Senior,,
Resolved,TKT-3677,High,Email,Product setup,Michele Whyatt,2023-11-24 01:46:54,2023-11-26 01:46:54,2023-11-24 02:46:54,2023-11-24 09:10:04,2023-11-24 02:16:10,2,,Ready to use Software,Tier 2,Austria,7.39,29,0,0,0,2022-04-10,Junior,,
Closed,TKT-3678,Medium,Email,Bug report,Nicola Wane,2023-11-24 14:47:52,2023-11-26 14:47:52,2023-11-24 15:47:52,2023-11-24 21:03:39,2023-11-24 15:34:43,2,3,Ready to use Software,Tier 1,Germany,6.26,47,0,0,0,2021-03-12,Mid-Level,,
Resolved,TKT-3679,Medium,Email,Training request,Heather Urry,2023-11-24 02:11:22,2023-11-26 02:11:22,2023-11-24 03:11:22,2023-11-29 21:57:52,2023-11-24 02:12:08,7,,Training and Consulting Services,Tier 2,Poland,139.77,1,0,1,0,2022-09-25,Junior,,
Closed,TKT-3680,High,Email,Other,Sheela Cutten,2023-11-24 23:36:32,2023-11-26 23:36:32,2023-11-25 00:36:32,2023-11-25 05:02:36,2023-11-25 00:33:14,2,5,Training and Consulting Services,Tier 1,Italy,5.43,57,0,0,0,2019-07-10,Senior,,
Closed,TKT-3681,Low,Email,Pricing and licensing,Nicola Wane,2023-11-24 10:27:27,2023-11-26 10:27:27,2023-11-24 11:27:27,2023-11-29 12:33:08,2023-11-24 11:07:17,2,2,Custom software development,Tier 1,Germany,122.09,40,0,1,0,2021-03-12,Mid-Level,,
Closed,TKT-3682,Low,Phone,Feature request,Bernard Beckley,2023-11-24 11:18:52,2023-11-26 11:18:52,2023-11-24 11:20:52,2023-11-25 02:11:57,2023-11-24 11:22:47,2,4,Custom software development,Tier 1,United Kingdom,14.88,4,0,0,1,2019-11-20,Senior,,
Resolved,TKT-3683,Low,Email,Pricing and licensing,Kristos Westoll,2023-11-24 04:11:59,2023-11-26 04:11:59,2023-11-24 05:11:59,2023-11-25 04:58:04,2023-11-24 04:33:06,1,,Ready to use Software,Tier 1,Republic of Ireland,24.77,21,1,0,0,2021-10-18,Mid-Level,,
Closed,TKT-3684,Low,Chat,Product setup,Adolpho Messingham,2023-11-24 07:46:27,2023-11-25 07:46:27,2023-11-24 07:48:27,2023-11-24 08:54:21,2023-11-24 07:46:47,6,4,Ready to use Software,Tier 2,Germany,1.13,0,0,0,0,2020-05-15,Mid-Level,,
Resolved,TKT-3685,Low,Chat,Product setup,Kristos Westoll,2023-11-24 15:45:32,2023-11-25 15:45:32,2023-11-24 15:47:32,2023-11-27 02:18:29,2023-11-24 15:47:40,5,,Ready to use Software,Tier 1,Italy,58.55,2,0,1,1,2021-10-18,Mid-Level,,
Closed,TKT-3686,Low,Chat,Bug report,Kristos Westoll,2023-11-25 19:03:37,2023-11-26 19:03:37,2023-11-25 19:05:37,2023-11-25 21:58:55,2023-11-25 19:03:42,2,4,Ready to use Software,Tier 1,Germany,2.92,0,0,0,0,2021-10-18,Mid-Level,,
Resolved,TKT-3693,High,Chat,Bug report,Kristos Westoll,2023-11-25 11:16:49,2023-11-26 11:16:49,2023-11-25 11:18:49,2023-11-25 23:40:03,2023-11-25 11:17:42,60,,Ready to use Software,Tier 1,Czech Republic,12.39,1,0,0,0,2021-10-18,Mid-Level,,
In Progress,TKT-3695,Low,Chat,Feature request,Nicola Wane,2023-11-26 16:49:41,2023-11-27 16:49:41,2023-11-26 16:51:41,,2023-11-26 16:51:04,6,,Ready to use Software,Tier 1,Poland,,1,0,,0,2021-03-12,Mid-Level,,
Closed,TKT-3696,Low,Chat,Product setup,Adolpho Messingham,2023-11-26 02:11:43,2023-11-27 02:11:43,2023-11-26 02:13:43,2023-11-26 18:12:17,2023-11-26 02:13:26,2,5,Custom software development,Tier 2,Austria,16.01,2,0,0,0,2020-05-15,Mid-Level,,
